,author,content,sentiment
14438,RicciSue,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",neutral
1246,imzachhh,is up too early,neutral
8856,FireladySnail,"I've got sunburn on my arm  In better news, my new Guitar Hero: Metallica game came and I beyond happy about that.",sadness
25728,amariev09,"yup, def swine flu. I think it was the sausage.",worry
26493,xSquishyMacx,Kyle is Cody's wee bro!,surprise
30846,Musashi69,"@nyisles if you like those cookies, you are going to LOVE my cookies   Lars Tetens cookies that is. You coming to see us on 5/16?",fun
38545,LittleYellowJen,@BrianMcnugget I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,enthusiasm
39147,cydonian,"@sherenejose : Yes, that's what I was implying. Was a bit too subtle, as usual, I suppose.",neutral
31628,weblittlepieces,@syedbalkhi It's ok now ! I've cleared my cache and everything is fine,relief
2805,Jennn__,"I can't believe it's 9am and i'm awake, and i have to start getting ready soon. I hate the doctor's",worry
8356,ROSYKA21,Still in meeting... I want some coffee right now cuz I didn't sleep well,worry
38282,ChamaeleoLabs,"@JasonBradbury for sure  ...suprisingly addictive tho, i only just signed up after months of trying to resist.",surprise
5425,PlayRadioPlay,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I'm miss him    http://twitpic.com/66pn1,surprise
11568,hartlepool15,@zoe__  that's not good! hope you get better soon and good luck with the exams!,worry
21080,GeorgeGuerra,@cmagnuson cool thanks for the response.  I'll check out that Firefox!,love
8008,lnjen,@cheesygiraffe aww. I hope you feel better soon.,worry
31333,klvonallmen,got a lot of shopping done today...really excited bout my new travel journal! Going to go to sleep watching a movie with my cousins,enthusiasm
10579,emilyinchile,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts",neutral
30064,1lalalove_,So the movie was 3-D and really gooood,surprise
26927,Tish_B,"@Antwoinne Hey babe, nothing much tryin to see what imma do at work today lol, look like the load isnt so bad.",love
12092,kristiivey,where did @poonstabby go???,empty
1475,BARACKOKITTY,@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,sadness
35925,PRETTYLADYDEE,@ Ember with Dante... I have so much fun with him  can I smile any harder...,love
454,Chassidy72,Somebody please save the polar bears!,worry
17712,angeliquevegas,"When you see me, point and laugh. I'm ugly.",sadness
18221,Pixie_Anna,Goddamn bloody stress and shit sending my body haywire,empty
2601,fingermarked,My mock ACET scores have shown me that I am doomed to fail not because of ignorance but because of stupidity.,worry
25629,rob_caporetto,@coliwilso hmm.. should be okay with any of 'em - DM me your e-mail and I'll send the install notes over,neutral
12871,Dreamyeyes,Gotta sleeep am so tired  good night tweeps!,neutral
35102,siljehagen,@Nat4daWorks hope the show is going well!  just wanted u to know that im home now.. muah!,happiness
24046,craignicol,@ColinMackay I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,worry
36428,Mig177,Im sending this to my mother!  http://bit.ly/1aa1RF,love
26513,karabartle,school for a bit. glad jake got the day off,relief
24481,Gurumi,@filogrrl yeaaa i just got the link off his lj,surprise
16899,ummgeri,@morrgaan oh no  this week is just a bad one for everyone. i love you &amp; your pretty face &amp; youre going to do fantastic in concert tonight,sadness
21041,karooze,@natalietran I don't like the term &quot;partner&quot; when it comes to relationships. It's too business like so that's my ugly word of the day,sadness
34687,SuzzieQ21,"@mrskutcher Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",worry
21547,iwebkit,@andypiper I have not been aquired... It's just a new oppertunity. Sorry if they don't support mac. I won't tell more,sadness
14606,Ck2205,i`m so tired,neutral
20001,pinkpebs,please ignore cheesey music,surprise
21441,AlexTrup,"@ElvisHsiao Twitter doesn't have photo support built in, but I welcome you to try my website http://woo.sh to share the photos",empty
5181,Jessicccca,Just went with Kerri to her locker for the last time.,neutral
12829,TabyCat74,@robineccles Indeed I did get your song however am unable to listen.,sadness
35202,SanjanaSharma,@OlmyT Sure. I'll try n keep that up! =P You enjoy studying. Cya!,neutral
24769,anjanax,@poojashetye until I break up with you via a 27 second phone call,sadness
7221,BeniceReguis,Im craving some cinnamon toast crunch. Why is it so cold today!!,neutral
8604,GlamourFrog,Pissing annoying date stamp on all my pictures. Wish I'd remembered to turn it off.,worry
15274,IsabelChina,early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company,neutral
20703,fiercemichi,"@charelblessed haha, it's okay to be different!",neutral
33099,ShabnamSh,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)&lt;3 In addition,gray matters is one of the cutest movies ever!!",sadness
29185,halfbrown,Sweet! When are they going to be publicly available?,neutral
32724,shivOO,@chicalit  the construction lookd familar,neutral
29647,CarmaSez,@Chippewa29 they just said she was very elusive; should be tricky,neutral
3813,RussellBfan90,@ShesElectric_ i'm in bed sick atm-been sick since yesterday   hru hun?,sadness
36643,GeekMommy,"@califmom @sendchocolate - we're getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!",worry
34030,MrsSmith2U,"@DawnRichard Awww, that's nice.  You both make a really beautiful couple, you balance each other.",sadness
20094,magnetsmile,I love the sunshine and the happiness it brings,happiness
173,spookychan,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.,sadness
19756,koffeegurl321,I miss nicc today.,sadness
2901,ASA_Gary,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,worry
31818,jessepotter,"Denny's with Mike, Pat, and Jessie.",neutral
17237,Laura_Loves_It,"thinking lots of revision tomorrow  woo, hope it a sunny one.",neutral
29279,BeenieandCecil,Guess what? mom adopted a kitty today (11 months) His name is Corky,happiness
18515,LainyFulton,@mileycyrus hehe his name was Jack Dawson &amp; he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I&lt;3Him!,surprise
35862,atemarthie,HAPPY MOTHER'S DAY !!,surprise
37418,larin_model,"@ivanjohnivan Well actually - Larin is my name. The &quot;model&quot; is what I do  (besides sleeping, crawling, etc..)",neutral
5784,TalonInTx,@Kacey3 I didn't read the details so that may be it. Sara Jayne is a kid's show so it can't be that exciting.,neutral
16419,AaronChiles,U-Verse is up and blazing at 25Mbps.  I don't have anything to download though,neutral
10493,ztay,"just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL",neutral
11812,letsgotilsim,"im very tired,bored and sad.what a great evening!",sadness
24639,lala_fierce,@BKMS4life thx for following,surprise
13047,Shopaholic410,@mileycyrus my computer is being stupid and wont let me vote  . if i could i would vote for u.,hate
2405,GillLeeIn,@AntBoogieWorld Wish you were coming to Australia &amp; New Zealand with the Sticky Tour Ant,love
8371,1azylizzie,"just got back from NOM NOM's at our favourite restaurant here in Haarlem. I'm sad, I will miss eating there, the food is INCREDIBLE",sadness
32505,noremix,"wishing mom happy mother's day and ofcourse, happy birthday as well!",love
29460,angiekayz,@sarahismail95 its cool,happiness
30644,bitihal,@JonathanRKnight BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,happiness
38824,jajasters,@GeeNee08 nothing this time.  just got home. yah?,empty
576,truebluboy,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync,sadness
27071,chug1224,I am loving this beautiful monday morning!,love
2924,tiffany_chu,i want Van Basten to b the milan manager !!!,neutral
37521,AndyCorney,@daveg38 I was thinking that too this morning. Don't worry it soon passes,worry
17406,WonderMike,@depravedDyer @YarnHarlot Sending you both TONS of thankful love for Sock Summit. I can't believe the utter crap that some people spew.,love
2411,mich_and_ge,what a bummer that tomorrow is friday again!,love
31571,johnshwilliams,Should be moving in to my apartment but 14 mile bike ride and ice cream instead,neutral
36006,jemmarene,@KandyBee we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.,fun
16426,lilbohemian,@shutterbutter @daveydollar ... Way to rub it in guys! Send everyone my love  wish I could be there,surprise
2947,Beth_Ann_,"@steve_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it's not pretty....",empty
12313,loves2dance4evr,sad that school is over gonna miss all my friends and teachers,worry
30970,anidoll,"its a beautiful,albeit, windy at times, night in So No....",happiness
3096,DJSMOOK,"@funhiguy Hi man, yeah I so wanna go, but I'm on Maui  #liloven",worry
33649,beaglej,@roflwolf yeah they are basically awesome,happiness
29998,kstriplin,"stephs grad party gr8! shoved cake in her face, watchd sis bitch slap a boy, ate good food  satisfied",fun
14074,bburbank,Thanks for your definition of throwbie!  Editors reviewed your entry and have decided to not publish it.,neutral
35013,jimwins33,@sloanfinley  i totally would house you if i lived there,neutral
11040,marci723,"Noooo my favorite coworker just got a new job, he's doing marc jacobs shows now, not fair! I don't want him 2 go!",love
11541,bizlo,Is wondering why my messages aren't going anywhere ;( I am trying to learn how to tweet &amp; it isn't turning out so hot,worry
21099,thatcats,Morning all - happy Star Wars day - May the 4th be with you!,neutral
5599,alexiacarter,ive very picky about what i put in my mouth. i hate onions. they make me cry  ),hate
25533,BWAC2,girl talk is awesome,happiness
32455,fifthand56th,"Oh and PS. Since it is already 12:30, I should probably say &quot;Happy Mother's Day&quot; to my Mom and all the mothers out there!",love
29848,Stu_D0gg,@LYRiCSnLiPSTiCK me me me!  lol,fun
22231,aniszlee,i'm out...,neutral
30940,iheartinterpol,At the movies. . . About to watch Star Trek!,worry
3183,iadiedee,@Nasnous Thanks bro but I'm awake already  How are you?,love
35277,kirash4,@Suzyqbee10 I told you ... big head.,neutral
22477,DoctorWhofansk,The apple keyboard is really cool. i want one. they used it in doctor who,love
27708,Cartoonslife,"@ScaperSuse  hey!, which song was that? I would like to listen to it",happiness
24999,beeeetty,Back to work!  How you doin?,fun
27999,camille_08,I love you - Martina Mcbride. Love this song!,love
6720,ShNurAthira,"goodnight loveee, i have to attend extra classes at school tmrw. urgh",love
4164,maddm,i cant hear anything outta my left ear,sadness
31587,Shalyse_S,"Lovin' @miacarruthers, @TheRealJordin, &amp; @Adrienne_Bailon SOOOO much right now!",love
38426,HelloLizzi,"@Hanster7705 yeah, it's tragic  i need a haircut",worry
10535,christinababy,Trying to find someone to go to the mall with.,neutral
23992,stephjacko,im seeing the hannah montana movie again today,neutral
19860,Gromrigan,@EssinEm ohh no the poor cupcake  #wave @TLGame,neutral
4200,MichelleHollis,i suppose i best get ready for work  grrr,worry
37963,PeteSingleton,@niza_kritt GPS location: http://bit.ly/SPW5s here I am,empty
18786,allisonmurtha,really wants to go see the script in NY in august... but no one will go with me,neutral
34838,tallivansunder,@journik LOL!  That is just the way I was brought up.,fun
7537,Shoegal17,is about to go for a run.. in this weather..,empty
28498,Saralino,@gfalcone601 I think sandwiches or something like this with ham and cheese,worry
11068,SavingAmalthea,"@xkathyxrocksx  SAimee 26 july, Underage festival 2 August, i found some others but they were too far away",worry
9037,oldparty,"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting fucked out of times, but deposits are SO hard for me",boredom
8228,vanee,"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow",hate
37492,jokru,@smsm1 or you could geocode the events with the @cloudmade apiï¿½s,neutral
10274,Pacubas,Down again   seems like it never gonna stop and I'll never get what i want,worry
34886,Paula_in_Pa,@TheEllenShow,neutral
38498,lancekatigbak,"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c",neutral
